SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
22qvsCN,R_cuneus,-1.47,0.09,-1.63,-1.3,,,1.3699999999999996e-65,4.779999999999999e-64,rh,0.1359122118474259,0.0114256327439231,0.0840662703418397,566,-1.47
22qvsCN,R_entorhinal,-0.49,0.08,-0.64,-0.34,,,2.71e-10,5.75e-10,rh,0.3394861382835046,0.0285393334782482,0.0840662703418397,566,-0.49
22qvsCN,R_fusiform,-1.05,0.08,-1.21,-0.89,,,7.549999999999999e-38,4.4e-37,rh,0.1441676106290709,0.0121196333296805,0.0840662703418397,566,-1.05
22qvsCN,R_inferiorparietal,-0.15,0.08,-0.3,0.0,,,0.046,0.0545,rh,0.0931743589228291,0.0078328208461341,0.0840662703418397,566,-0.15
22qvsCN,R_inferiortemporal,-0.75,0.08,-0.9,-0.6,,,3.510000000000001e-21,1.1200000000000002e-20,rh,0.1463527859563971,0.0123033328694918,0.0840662703418397,566,-0.75
22qvsCN,R_isthmuscingulate,0.03,0.08,-0.12,0.17,,,0.7340000000000001,0.745,rh,0.1798584080766769,0.0151200255566268,0.0840662703418397,566,0.03
22qvsCN,R_lateraloccipital,-0.8,0.08,-0.95,-0.65,,,1.06e-23,3.7e-23,rh,0.0883526703971253,0.0074274794750281,0.0840662703418397,566,-0.8
22qvsCN,R_lateralorbitofrontal,-0.14,0.08,-0.29,0.01,,,0.0675,0.0774,rh,0.338660973367915,0.0284699649413777,0.0840662703418397,566,-0.14
22qvsCN,R_lingual,-1.43,0.09,-1.6,-1.26,,,6.029999999999999e-63,1.4099999999999997e-61,rh,0.120006334526438,0.0100884849610327,0.0840662703418397,566,-1.43
22qvsCN,R_medialorbitofrontal,-0.31,0.08,-0.46,-0.16,,,4.94e-05,7.2e-05,rh,0.2373507957582443,0.0199531961620633,0.0840662703418397,566,-0.31
22qvsCN,R_middletemporal,-0.4,0.08,-0.55,-0.25,,,3.35e-07,6.16e-07,rh,0.1118631366940052,0.0094039166906044,0.0840662703418397,566,-0.4
22qvsCN,R_parahippocampal,-0.21,0.08,-0.36,-0.07,,,0.00524,0.00692,rh,0.2797618263430707,0.0235185333246833,0.0840662703418397,566,-0.21
22qvsCN,R_paracentral,-0.5,0.08,-0.66,-0.35,,,1e-10,2.34e-10,rh,0.1558819207241439,0.0131044116890011,0.0840662703418397,566,-0.5
22qvsCN,R_parsopercularis,-0.01,0.08,-0.16,0.14,,,0.905,0.905,rh,0.172803742272672,0.014526966113976,0.0840662703418397,566,
22qvsCN,R_parsorbitalis,-0.21,0.08,-0.36,-0.06,,,0.00643,0.00834,rh,0.1869218196284564,0.0157138202216744,0.0840662703418397,566,-0.21
22qvsCN,R_parstriangularis,-0.57,0.08,-0.72,-0.41,,,5.16e-13,1.34e-12,rh,0.1977247608861874,0.0166219832019338,0.0840662703418397,566,-0.57
22qvsCN,R_pericalcarine,-1.22,0.08,-1.38,-1.06,,,1.2999999999999998e-48,1.2999999999999998e-47,rh,0.1651985256525704,0.0138876239175823,0.0840662703418397,566,-1.22
22qvsCN,R_postcentral,-0.77,0.08,-0.93,-0.62,,,2.5000000000000002e-22,8.32e-22,rh,0.2003338837533729,0.0168413224302417,0.0840662703418397,566,-0.77
22qvsCN,R_posteriorcingulate,-0.33,0.08,-0.48,-0.18,,,2.0600000000000003e-05,3.13e-05,rh,0.162336046691134,0.0136469859873623,0.0840662703418397,566,-0.33
22qvsCN,R_precentral,0.32,0.08,0.17,0.47,,,3.07e-05,4.57e-05,rh,0.1560208692246287,0.0131160925712064,0.0840662703418397,566,0.32
22qvsCN,R_precuneus,-1.28,0.08,-1.45,-1.12,,,6.65e-53,7.76e-52,rh,0.114700935562511,0.0096424798574599,0.0840662703418397,566,-1.28
22qvsCN,R_rostralanteriorcingulate,-0.49,0.08,-0.64,-0.33,,,4.53e-10,9.32e-10,rh,0.1753326949058068,0.0147395657297148,0.0840662703418397,566,-0.49
22qvsCN,R_rostralmiddlefrontal,-0.94,0.08,-1.09,-0.78,,,3.4399999999999995e-31,1.5000000000000001e-30,rh,0.1875342156885125,0.0157653020744153,0.0840662703418397,566,-0.94
22qvsCN,R_superiorfrontal,-0.13,0.08,-0.28,0.02,,,0.1,0.111,rh,0.1548408529084814,0.0130168930005654,0.0840662703418397,566,-0.13
22qvsCN,R_superiorparietal,-1.06,0.08,-1.22,-0.91,,,9.75e-39,6.21e-38,rh,0.1742287298901008,0.0146467595082565,0.0840662703418397,566,-1.06
22qvsCN,R_superiortemporal,-0.37,0.08,-0.52,-0.22,,,1.6e-06,2.67e-06,rh,0.117555156610781,0.0098824235757192,0.0840662703418397,566,-0.37
22qvsCN,R_supramarginal,-0.47,0.08,-0.62,-0.32,,,1.7399999999999996e-09,3.4899999999999997e-09,rh,0.1777082723446137,0.0149392716649035,0.0840662703418397,566,-0.47
22qvsCN,R_frontalpole,0.03,0.08,-0.12,0.18,,,0.662,0.682,rh,0.4164824308930746,0.0350121246280837,0.0840662703418397,566,
22qvsCN,R_temporalpole,-0.55,0.08,-0.7,-0.4,,,1.83e-12,4.59e-12,rh,0.3636998202085135,0.0305748874089273,0.0840662703418397,566,-0.55
22qvsCN,R_transversetemporal,-0.37,0.08,-0.52,-0.22,,,1.86e-06,3.03e-06,rh,0.2243868641979294,0.0188633667868208,0.0840662703418397,566,-0.37
22qvsCN,R_insula,0.5,0.08,0.35,0.65,,,1.89e-10,4.14e-10,rh,0.374478321744222,0.0314809958329082,0.0840662703418397,566,0.5
