SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
MDDadult_casevsCN,R_lateralorbitofrontal,0.026,0.054,,,7654,1902,0.631,0.92,rh,0.338660973367915,0.0284699649413777,0.0840662703418397,566,
MDDadult_casevsCN,R_lingual,0.016,0.063,,,7649,1897,0.799,0.92,rh,0.120006334526438,0.0100884849610327,0.0840662703418397,566,0.016
MDDadult_casevsCN,R_medialorbitofrontal,0.027,0.03,,,7606,1883,0.369,0.92,rh,0.2373507957582443,0.0199531961620633,0.0840662703418397,566,0.027
MDDadult_casevsCN,R_middletemporal,0.027,0.03,,,7593,1867,0.37,0.92,rh,0.1118631366940052,0.0094039166906044,0.0840662703418397,566,0.027
MDDadult_casevsCN,R_parahippocampal,-0.04,0.03,,,7606,1881,0.184,0.92,rh,0.2797618263430707,0.0235185333246833,0.0840662703418397,566,-0.04
MDDadult_casevsCN,R_paracentral,0.014,0.034,,,7593,1881,0.676,0.92,rh,0.1558819207241439,0.0131044116890011,0.0840662703418397,566,0.014
MDDadult_casevsCN,R_parsopercularis,-0.011,0.046,,,7619,1886,0.806,0.92,rh,0.172803742272672,0.014526966113976,0.0840662703418397,566,
MDDadult_casevsCN,R_parsorbitalis,0.022,0.041,,,7650,1897,0.589,0.92,rh,0.1869218196284564,0.0157138202216744,0.0840662703418397,566,0.022
MDDadult_casevsCN,R_parstriangularis,-0.012,0.03,,,7622,1892,0.684,0.92,rh,0.1977247608861874,0.0166219832019338,0.0840662703418397,566,
MDDadult_casevsCN,R_pericalcarine,0.007,0.034,,,7650,1897,0.837,0.92,rh,0.1651985256525704,0.0138876239175823,0.0840662703418397,566,
MDDadult_casevsCN,R_postcentral,0.022,0.03,,,7596,1874,0.46,0.92,rh,0.2003338837533729,0.0168413224302417,0.0840662703418397,566,0.022
MDDadult_casevsCN,R_posteriorcingulate,0.016,0.061,,,7648,1898,0.789,0.92,rh,0.162336046691134,0.0136469859873623,0.0840662703418397,566,0.016
MDDadult_casevsCN,R_precentral,0.009,0.057,,,7589,1880,0.875,0.92,rh,0.1560208692246287,0.0131160925712064,0.0840662703418397,566,
MDDadult_casevsCN,R_precuneus,0.006,0.034,,,7635,1894,0.87,0.92,rh,0.114700935562511,0.0096424798574599,0.0840662703418397,566,
MDDadult_casevsCN,R_rostralanteriorcingulate,0.029,0.03,,,7595,1877,0.333,0.92,rh,0.1753326949058068,0.0147395657297148,0.0840662703418397,566,0.029
MDDadult_casevsCN,R_rostralmiddlefrontal,0.054,0.03,,,7636,1890,0.072,0.92,rh,0.1875342156885125,0.0157653020744153,0.0840662703418397,566,0.054
MDDadult_casevsCN,R_superiorfrontal,0.028,0.03,,,7589,1877,0.361,0.92,rh,0.1548408529084814,0.0130168930005654,0.0840662703418397,566,0.028
MDDadult_casevsCN,R_superiorparietal,-0.008,0.037,,,7610,1873,0.833,0.92,rh,0.1742287298901008,0.0146467595082565,0.0840662703418397,566,
MDDadult_casevsCN,R_superiortemporal,0.029,0.062,,,7547,1805,0.64,0.92,rh,0.117555156610781,0.0098824235757192,0.0840662703418397,566,0.029
MDDadult_casevsCN,R_supramarginal,0.004,0.03,,,7569,1855,0.89,0.92,rh,0.1777082723446137,0.0149392716649035,0.0840662703418397,566,
MDDadult_casevsCN,R_frontalpole,0.024,0.044,,,7652,1900,0.579,0.92,rh,0.4164824308930746,0.0350121246280837,0.0840662703418397,566,
MDDadult_casevsCN,R_temporalpole,0.051,0.052,,,7574,1856,0.327,0.92,rh,0.3636998202085135,0.0305748874089273,0.0840662703418397,566,0.051
MDDadult_casevsCN,R_transversetemporal,-0.021,0.044,,,7656,1901,0.625,0.92,rh,0.2243868641979294,0.0188633667868208,0.0840662703418397,566,-0.021
MDDadult_casevsCN,R_insula,-0.004,0.051,,,7641,1889,0.936,0.949,rh,0.374478321744222,0.0314809958329082,0.0840662703418397,566,
