SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
OCDadults_casevsCN,L_parsopercularis,-0.087,9.133,,,1425,1488,0.02,0.275,lh,0.141107643524262,0.0118623933078105,0.0840662703418397,566,-0.087
OCDadults_casevsCN,L_parsorbitalis,-0.032,2.667,,,1429,1488,0.395,0.878,lh,0.2067718729739145,0.0173825401725136,0.0840662703418397,566,-0.032
OCDadults_casevsCN,L_parstriangularis,-0.095,6.525,,,1432,1490,0.011,0.188,lh,0.1342439775300349,0.0112853905068037,0.0840662703418397,566,-0.095
OCDadults_casevsCN,L_pericalcarine,-0.014,7.519,,,1404,1481,0.713,0.927,lh,0.1515153742526108,0.012737332412865,0.0840662703418397,566,-0.014
OCDadults_casevsCN,L_postcentral,-0.071,14.638,,,1401,1464,0.059,0.543,lh,0.1565426209458112,0.0131599542924507,0.0840662703418397,566,-0.071
OCDadults_casevsCN,L_posteriorcingulate,-0.025,5.628,,,1429,1491,0.494,0.878,lh,0.1439203019218107,0.0120988430090381,0.0840662703418397,566,-0.025
OCDadults_casevsCN,L_precentral,0.002,15.082,,,1406,1470,0.951,0.984,lh,0.1234912044252991,0.0103814449760565,0.0840662703418397,566,
OCDadults_casevsCN,L_precuneus,0.034,13.018,,,1424,1492,0.357,0.878,lh,0.115806001618221,0.0097353786392448,0.0840662703418397,566,0.034
OCDadults_casevsCN,L_rostralanteriorcingulate,-0.004,4.868,,,1413,1472,0.91,0.982,lh,0.1985332985113387,0.0166899539445113,0.0840662703418397,566,
OCDadults_casevsCN,L_rostralmiddlefrontal,0.001,20.755,,,1427,1484,0.991,0.991,lh,0.1574330702065638,0.0132348110407308,0.0840662703418397,566,
OCDadults_casevsCN,L_superiorfrontal,-0.058,21.708,,,1411,1436,0.126,0.716,lh,0.1296969686255579,0.0109031404269932,0.0840662703418397,566,-0.058
OCDadults_casevsCN,L_superiorparietal,-0.049,19.552,,,1415,1468,0.194,0.726,lh,0.1358861602066383,0.0114234426796458,0.0840662703418397,566,-0.049
OCDadults_casevsCN,L_superiortemporal,-0.071,13.374,,,1294,1330,0.072,0.543,lh,0.1176477597997551,0.009890208380438,0.0840662703418397,566,-0.071
OCDadults_casevsCN,L_supramarginal,-0.055,17.287,,,1308,1362,0.161,0.726,lh,0.1082569006559294,0.009100753876911,0.0840662703418397,566,-0.055
OCDadults_casevsCN,L_frontalpole,-0.034,1.225,,,1433,1489,0.364,0.878,lh,0.3878276705376012,0.0326032257974599,0.0840662703418397,566,-0.034
OCDadults_casevsCN,L_temporalpole,-0.001,2.157,,,1434,1492,0.988,0.991,lh,0.3829949443932145,0.0321969565349178,0.0840662703418397,566,
OCDadults_casevsCN,L_transversetemporal,-0.164,2.653,,,1431,1492,1.07e-05,0.001,lh,0.1809503801815842,0.0152118235788037,0.0840662703418397,566,-0.164
OCDadults_casevsCN,L_insula,-0.049,7.277,,,1412,1470,0.187,0.726,lh,0.299847994886643,0.0252071025995991,0.0840662703418397,566,-0.049
OCDadults_casevsCN,R_bankssts,0.027,4.732,,,1319,1389,0.478,0.878,rh,0.1825977843962243,0.0153503147068739,0.0840662703418397,566,0.027
OCDadults_casevsCN,R_caudalanteriorcingulate,-0.048,5.283,,,1420,1481,0.203,0.726,rh,0.1383714680931598,0.0116323732443168,0.0840662703418397,566,-0.048
OCDadults_casevsCN,R_caudalmiddlefrontal,-0.005,12.159,,,1421,1484,0.885,0.982,rh,0.1657564399893244,0.0139345256950434,0.0840662703418397,566,
OCDadults_casevsCN,R_cuneus,-0.017,6.643,,,1399,1463,0.658,0.894,rh,0.1359122118474259,0.0114256327439231,0.0840662703418397,566,-0.017
OCDadults_casevsCN,R_entorhinal,-0.021,4.552,,,1242,1333,0.595,0.894,rh,0.3394861382835046,0.0285393334782482,0.0840662703418397,566,
OCDadults_casevsCN,R_fusiform,-0.005,12.499,,,1426,1459,0.901,0.982,rh,0.1441676106290709,0.0121196333296805,0.0840662703418397,566,
OCDadults_casevsCN,R_inferiorparietal,0.055,21.798,,,1377,1451,0.148,0.726,rh,0.0931743589228291,0.0078328208461341,0.0840662703418397,566,0.055
OCDadults_casevsCN,R_inferiortemporal,0.018,13.8,,,1399,1487,0.629,0.894,rh,0.1463527859563971,0.0123033328694918,0.0840662703418397,566,0.018
OCDadults_casevsCN,R_isthmuscingulate,-0.03,4.964,,,1427,1495,0.415,0.878,rh,0.1798584080766769,0.0151200255566268,0.0840662703418397,566,-0.03
OCDadults_casevsCN,R_lateraloccipital,-0.024,17.907,,,1419,1478,0.526,0.878,rh,0.0883526703971253,0.0074274794750281,0.0840662703418397,566,-0.024
OCDadults_casevsCN,R_lateralorbitofrontal,0.008,9.303,,,1429,1496,0.833,0.96,rh,0.338660973367915,0.0284699649413777,0.0840662703418397,566,
OCDadults_casevsCN,R_lingual,-0.011,12.633,,,1431,1491,0.76,0.927,rh,0.120006334526438,0.0100884849610327,0.0840662703418397,566,-0.011
OCDadults_casevsCN,R_medialorbitofrontal,0.03,6.213,,,1426,1487,0.421,0.878,rh,0.2373507957582443,0.0199531961620633,0.0840662703418397,566,0.03
OCDadults_casevsCN,R_middletemporal,-0.032,11.975,,,1401,1467,0.387,0.878,rh,0.1118631366940052,0.0094039166906044,0.0840662703418397,566,-0.032
OCDadults_casevsCN,R_parahippocampal,0.017,3.394,,,1418,1486,0.64,0.894,rh,0.2797618263430707,0.0235185333246833,0.0840662703418397,566,
OCDadults_casevsCN,R_paracentral,0.028,6.999,,,1430,1492,0.46,0.878,rh,0.1558819207241439,0.0131044116890011,0.0840662703418397,566,0.028
OCDadults_casevsCN,R_parsopercularis,-0.039,7.758,,,1416,1478,0.299,0.878,rh,0.172803742272672,0.014526966113976,0.0840662703418397,566,-0.039
OCDadults_casevsCN,R_parsorbitalis,0.002,3.308,,,1429,1494,0.955,0.984,rh,0.1869218196284564,0.0157138202216744,0.0840662703418397,566,
OCDadults_casevsCN,R_parstriangularis,-0.032,8.146,,,1421,1461,0.387,0.878,rh,0.1977247608861874,0.0166219832019338,0.0840662703418397,566,-0.032
OCDadults_casevsCN,R_pericalcarine,-0.034,8.033,,,1407,1476,0.363,0.878,rh,0.1651985256525704,0.0138876239175823,0.0840662703418397,566,-0.034
OCDadults_casevsCN,R_postcentral,-0.013,14.127,,,1412,1472,0.725,0.927,rh,0.2003338837533729,0.0168413224302417,0.0840662703418397,566,
OCDadults_casevsCN,R_posteriorcingulate,-0.069,5.93,,,1425,1491,0.066,0.543,rh,0.162336046691134,0.0136469859873623,0.0840662703418397,566,-0.069
OCDadults_casevsCN,R_precentral,-0.007,16.586,,,1403,1453,0.849,0.962,rh,0.1560208692246287,0.0131160925712064,0.0840662703418397,566,
OCDadults_casevsCN,R_precuneus,-0.008,14.302,,,1427,1490,0.828,0.96,rh,0.114700935562511,0.0096424798574599,0.0840662703418397,566,
OCDadults_casevsCN,R_rostralanteriorcingulate,-0.06,4.45,,,1411,1474,0.109,0.673,rh,0.1753326949058068,0.0147395657297148,0.0840662703418397,566,-0.06
OCDadults_casevsCN,R_rostralmiddlefrontal,0.011,21.232,,,1422,1492,0.763,0.927,rh,0.1875342156885125,0.0157653020744153,0.0840662703418397,566,
OCDadults_casevsCN,R_superiorfrontal,-0.061,21.881,,,1408,1477,0.104,0.673,rh,0.1548408529084814,0.0130168930005654,0.0840662703418397,566,-0.061
OCDadults_casevsCN,R_superiorparietal,-0.034,19.048,,,1409,1467,0.366,0.878,rh,0.1742287298901008,0.0146467595082565,0.0840662703418397,566,-0.034
OCDadults_casevsCN,R_superiortemporal,-0.11,11.489,,,1314,1379,0.005,0.12,rh,0.117555156610781,0.0098824235757192,0.0840662703418397,566,-0.11
OCDadults_casevsCN,R_supramarginal,-0.079,16.193,,,1319,1387,0.042,0.473,rh,0.1777082723446137,0.0149392716649035,0.0840662703418397,566,-0.079
OCDadults_casevsCN,R_frontalpole,0.017,1.555,,,1432,1494,0.649,0.894,rh,0.4164824308930746,0.0350121246280837,0.0840662703418397,566,
OCDadults_casevsCN,R_temporalpole,0.023,2.203,,,1428,1462,0.542,0.878,rh,0.3636998202085135,0.0305748874089273,0.0840662703418397,566,
OCDadults_casevsCN,R_transversetemporal,-0.104,1.958,,,1432,1495,0.005,0.12,rh,0.2243868641979294,0.0188633667868208,0.0840662703418397,566,-0.104
OCDadults_casevsCN,R_insula,-0.024,7.97,,,1413,1461,0.523,0.878,rh,0.374478321744222,0.0314809958329082,0.0840662703418397,566,
