CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
MDDadult_casevsCN,L_lingual,0.006,0.03,-0.053,0.065,7640,1900,0.843,0.91,lh,0.2512365800286637,0.0211205222564488,0.0840662703418397,566,
MDDadult_casevsCN,L_medialorbitofrontal,-0.134,0.038,-0.208,-0.059,7609,1888,0.000435,0.015,lh,0.2975518992888137,0.0250140784063412,0.0840662703418397,566,-0.134
MDDadult_casevsCN,L_middletemporal,-0.09,0.031,-0.151,-0.028,7591,1822,0.004,0.034,lh,0.1657611287649302,0.0139349198629211,0.0840662703418397,566,-0.09
MDDadult_casevsCN,L_parahippocampal,-0.072,0.033,-0.137,-0.007,7648,1896,0.03,0.103,lh,0.1422978600733205,0.011962450373989,0.0840662703418397,566,-0.072
MDDadult_casevsCN,L_paracentral,-0.003,0.035,-0.072,0.066,7650,1899,0.932,0.932,lh,0.2092279907162433,0.0175890168306316,0.0840662703418397,566,
MDDadult_casevsCN,L_parsopercularis,-0.063,0.03,-0.122,-0.004,7655,1897,0.037,0.123,lh,0.1716496166533328,0.0144299430776522,0.0840662703418397,566,-0.063
MDDadult_casevsCN,L_parsorbitalis,-0.073,0.044,-0.158,0.012,7653,1900,0.094,0.212,lh,0.2587111955052084,0.0217488853018013,0.0840662703418397,566,-0.073
MDDadult_casevsCN,L_parstriangularis,-0.054,0.03,-0.112,0.005,7651,1897,0.074,0.185,lh,0.1949399530679564,0.0163878747950363,0.0840662703418397,566,-0.054
MDDadult_casevsCN,L_pericalcarine,0.094,0.049,-0.003,0.191,7645,1894,0.057,0.173,lh,0.2585784996498571,0.0217377300561521,0.0840662703418397,566,0.094
MDDadult_casevsCN,L_postcentral,0.036,0.03,-0.023,0.095,7630,1894,0.227,0.37,lh,0.199377733290489,0.0167609424269414,0.0840662703418397,566,0.036
MDDadult_casevsCN,L_posteriorcingulate,-0.099,0.03,-0.158,-0.04,7654,1900,0.001,0.018,lh,0.2106677030334901,0.0177100480755077,0.0840662703418397,566,-0.099
MDDadult_casevsCN,L_precentral,-0.02,0.031,-0.08,0.04,7637,1895,0.516,0.681,lh,0.1935317282877348,0.0162694905899601,0.0840662703418397,566,-0.02
MDDadult_casevsCN,L_precuneus,-0.024,0.039,-0.101,0.053,7649,1893,0.541,0.701,lh,0.126809392921902,0.0106603927072571,0.0840662703418397,566,-0.024
MDDadult_casevsCN,L_rostralanteriorcingulate,-0.13,0.044,-0.216,-0.044,7656,1896,0.003,0.03,lh,0.2847491307873482,0.023937797408373,0.0840662703418397,566,-0.13
MDDadult_casevsCN,L_rostralmiddlefrontal,-0.037,0.03,-0.096,0.022,7653,1899,0.224,0.37,lh,0.1904773538965046,0.0160127207266618,0.0840662703418397,566,-0.037
MDDadult_casevsCN,L_superiorfrontal,-0.066,0.03,-0.125,-0.008,7652,1899,0.027,0.103,lh,0.1328707621220815,0.0111699494090811,0.0840662703418397,566,-0.066
MDDadult_casevsCN,L_superiorparietal,-0.005,0.04,-0.084,0.074,7645,1896,0.897,0.91,lh,0.1100478085145132,0.009251308821108,0.0840662703418397,566,
MDDadult_casevsCN,L_superiortemporal,0.012,0.031,-0.048,0.072,7551,1806,0.687,0.823,lh,0.1265950172830762,0.0106423709468489,0.0840662703418397,566,0.012
MDDadult_casevsCN,L_supramarginal,-0.045,0.037,-0.118,0.027,7609,1864,0.22,0.37,lh,0.1404931953924528,0.0118107389450508,0.0840662703418397,566,-0.045
MDDadult_casevsCN,L_frontalpole,-0.011,0.037,-0.084,0.062,7656,1899,0.772,0.858,lh,0.3411370206396308,0.0286781170007009,0.0840662703418397,566,
MDDadult_casevsCN,L_temporalpole,0.012,0.037,-0.06,0.084,7614,1871,0.747,0.844,lh,0.3659236503865297,0.0307618365178668,0.0840662703418397,566,
MDDadult_casevsCN,L_transversetemporal,-0.035,0.03,-0.094,0.024,7635,1895,0.243,0.377,lh,0.1963435664784497,0.0165058713394583,0.0840662703418397,566,-0.035
MDDadult_casevsCN,L_insula,-0.111,0.034,-0.177,-0.045,7652,1898,0.000934,0.018,lh,0.2979220600227138,0.0250451964386672,0.0840662703418397,566,-0.111
MDDadult_casevsCN,R_bankssts,-0.074,0.034,-0.14,-0.008,7613,1827,0.028,0.103,rh,0.1536287554440104,0.0129149964874365,0.0840662703418397,566,-0.074
MDDadult_casevsCN,R_caudalanteriorcingulate,-0.08,0.03,-0.139,-0.021,7655,1898,0.008,0.041,rh,0.2350681400014791,0.0197613018061177,0.0840662703418397,566,-0.08
MDDadult_casevsCN,R_caudalmiddlefrontal,0.006,0.044,-0.08,0.092,7650,1900,0.889,0.91,rh,0.1702107887215876,0.0143089861797667,0.0840662703418397,566,
MDDadult_casevsCN,R_cuneus,0.049,0.03,-0.009,0.108,7654,1896,0.1,0.212,rh,0.2122877463903903,0.0178462390783144,0.0840662703418397,566,0.049
MDDadult_casevsCN,R_entorhinal,-0.055,0.03,-0.115,0.004,7602,1862,0.068,0.177,rh,0.3352514800022718,0.0281833415503728,0.0840662703418397,566,-0.055
MDDadult_casevsCN,R_fusiform,-0.116,0.042,-0.198,-0.033,7649,1898,0.006,0.0347,rh,0.2034839228323567,0.0171061344670429,0.0840662703418397,566,-0.116
MDDadult_casevsCN,R_inferiorparietal,-0.041,0.044,-0.127,0.044,7641,1897,0.343,0.501,rh,0.1405377550286479,0.0118144849074735,0.0840662703418397,566,-0.041
MDDadult_casevsCN,R_inferiortemporal,-0.117,0.036,-0.188,-0.046,7640,1885,0.00129,0.018,rh,0.1805068050042792,0.0151745338680314,0.0840662703418397,566,-0.117
MDDadult_casevsCN,R_isthmuscingulate,-0.071,0.038,-0.146,0.004,7651,1897,0.065,0.174,rh,0.2190895128698919,0.0184180382179823,0.0840662703418397,566,-0.071
MDDadult_casevsCN,R_lateraloccipital,0.005,0.033,-0.06,0.071,7650,1898,0.871,0.91,rh,0.1527599967767905,0.0128419631864562,0.0840662703418397,566,
MDDadult_casevsCN,R_lateralorbitofrontal,-0.12,0.048,-0.214,-0.026,7644,1902,0.012,0.058,rh,0.295510157032316,0.0248424367498381,0.0840662703418397,566,-0.12
MDDadult_casevsCN,R_lingual,-0.012,0.03,-0.071,0.047,7641,1894,0.692,0.823,rh,0.2618941957956546,0.0220164682647162,0.0840662703418397,566,
MDDadult_casevsCN,R_medialorbitofrontal,-0.131,0.047,-0.224,-0.039,7628,1896,0.006,0.035,rh,0.2375504326145587,0.0199699788879964,0.0840662703418397,566,-0.131
MDDadult_casevsCN,R_middletemporal,-0.088,0.035,-0.156,-0.021,7639,1886,0.011,0.053,rh,0.1423913317327906,0.0119703081877833,0.0840662703418397,566,-0.088
MDDadult_casevsCN,R_parahippocampal,-0.061,0.03,-0.12,-0.002,7654,1897,0.042,0.134,rh,0.1480602523901322,0.0124468732043098,0.0840662703418397,566,-0.061
MDDadult_casevsCN,R_paracentral,-0.006,0.03,-0.064,0.053,7651,1901,0.854,0.91,rh,0.1977158503219996,0.0166212341240359,0.0840662703418397,566,
MDDadult_casevsCN,R_parsopercularis,-0.017,0.044,-0.103,0.069,7651,1896,0.694,0.823,rh,0.1847184268977523,0.0155285892127058,0.0840662703418397,566,-0.017
MDDadult_casevsCN,R_parsorbitalis,-0.07,0.042,-0.152,0.013,7655,1900,0.1,0.212,rh,0.2586197940884171,0.0217412015255877,0.0840662703418397,566,-0.07
MDDadult_casevsCN,R_parstriangularis,-0.031,0.046,-0.122,0.059,7645,1897,0.501,0.674,rh,0.2358975534310017,0.0198310274997091,0.0840662703418397,566,-0.031
MDDadult_casevsCN,R_pericalcarine,0.081,0.059,-0.035,0.198,7633,1896,0.171,0.307,rh,0.2830759246000826,0.0237971372046967,0.0840662703418397,566,0.081
MDDadult_casevsCN,R_postcentral,0.028,0.03,-0.031,0.087,7642,1897,0.355,0.507,rh,0.1921778600495427,0.0161556759366411,0.0840662703418397,566,0.028
MDDadult_casevsCN,R_posteriorcingulate,-0.093,0.03,-0.152,-0.034,7654,1900,0.002,0.022,rh,0.2301949813449113,0.019351633533076,0.0840662703418397,566,-0.093
MDDadult_casevsCN,R_precentral,-0.022,0.04,-0.101,0.057,7643,1894,0.581,0.739,rh,0.2035026362683715,0.017107707635814,0.0840662703418397,566,-0.022
MDDadult_casevsCN,R_precuneus,0.005,0.032,-0.057,0.068,7646,1894,0.864,0.91,rh,0.1371260823850131,0.0115276783126959,0.0840662703418397,566,
MDDadult_casevsCN,R_rostralanteriorcingulate,-0.098,0.034,-0.165,-0.031,7651,1899,0.004,0.034,rh,0.2610519448956334,0.0219456633728593,0.0840662703418397,566,-0.098
MDDadult_casevsCN,R_rostralmiddlefrontal,-0.038,0.045,-0.127,0.051,7650,1899,0.401,0.561,rh,0.1926313119233477,0.0161937959444514,0.0840662703418397,566,-0.038
MDDadult_casevsCN,R_superiorfrontal,-0.078,0.034,-0.145,-0.011,7649,1900,0.023,0.099,rh,0.1430466106927704,0.0120253950459823,0.0840662703418397,566,-0.078
MDDadult_casevsCN,R_superiorparietal,0.032,0.043,-0.053,0.117,7645,1895,0.463,0.635,rh,0.108187091624542,0.0090948852920061,0.0840662703418397,566,0.032
MDDadult_casevsCN,R_superiortemporal,-0.031,0.03,-0.09,0.029,7587,1820,0.314,0.468,rh,0.1133765729852085,0.0095311456350058,0.0840662703418397,566,-0.031
MDDadult_casevsCN,R_supramarginal,-0.053,0.044,-0.139,0.032,7633,1874,0.223,0.37,rh,0.1353690065971711,0.011379967504504,0.0840662703418397,566,-0.053
MDDadult_casevsCN,R_frontalpole,-0.062,0.036,-0.133,0.009,7657,1899,0.085,0.204,rh,0.3307414511871543,0.0278042002487517,0.0840662703418397,566,-0.062
MDDadult_casevsCN,R_temporalpole,0.013,0.038,-0.062,0.088,7631,1871,0.731,0.844,rh,0.3197440255988185,0.0268796876961784,0.0840662703418397,566,
MDDadult_casevsCN,R_transversetemporal,-0.051,0.03,-0.11,0.008,7622,1894,0.088,0.204,rh,0.1937168517109299,0.0162850532257011,0.0840662703418397,566,-0.051
MDDadult_casevsCN,R_insula,-0.115,0.041,-0.195,-0.035,7651,1895,0.005,0.035,rh,0.3165856631519613,0.0266141759448833,0.0840662703418397,566,-0.115
