Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
L_inferiorparietal,0.001,-0.175,-0.036,0.008,-0.051,-0.02,-1.558,899,875,1774,thickness,HY2-vs-PD,L_inferiorparietal,lh,0.1388691826870925,0.006594153725842878,0.0827605888602368,584,-0.175
R_inferiorparietal,0.001,-0.172,-0.038,0.008,-0.054,-0.022,-1.629,901,890,1791,thickness,HY2-vs-PD,R_inferiorparietal,rh,0.1402146441904612,0.006626368395569946,0.0827605888602368,584,-0.172
L_inferiortemporal,0.001,-0.141,-0.032,0.009,-0.05,-0.015,-1.219,905,867,1772,thickness,HY2-vs-PD,L_inferiortemporal,lh,0.1931727905328623,0.009177916252175561,0.0827605888602368,584,-0.141
R_inferiortemporal,0.004,-0.107,-0.027,0.009,-0.044,-0.009,-0.988,910,876,1786,thickness,HY2-vs-PD,R_inferiortemporal,rh,0.1804525516817452,0.008539890378600068,0.0827605888602368,584,-0.107
L_insula,0.134,-0.064,-0.015,0.01,-0.034,0.005,-0.511,934,901,1835,thickness,HY2-vs-PD,L_insula,lh,0.2981904866965747,0.013922131938930618,0.0827605888602368,584,-0.064
R_insula,0.049,-0.077,-0.021,0.011,-0.042,0.001,-0.739,926,897,1823,thickness,HY2-vs-PD,R_insula,rh,0.3167477759911346,0.01483714139862482,0.0827605888602368,584,-0.077
L_isthmuscingulate,0.001,-0.16,-0.041,0.011,-0.061,-0.02,-1.731,933,904,1837,thickness,HY2-vs-PD,L_isthmuscingulate,lh,0.2212486498239776,0.01032419138266512,0.0827605888602368,584,-0.16
R_isthmuscingulate,0.001,-0.173,-0.046,0.011,-0.066,-0.025,-1.974,928,906,1834,thickness,HY2-vs-PD,R_isthmuscingulate,rh,0.2184653938129115,0.01020264984651434,0.0827605888602368,584,-0.173
L_lateraloccipital,0.001,-0.131,-0.025,0.008,-0.041,-0.01,-1.22,921,883,1804,thickness,HY2-vs-PD,L_lateraloccipital,lh,0.1493056868036902,0.007030530208693174,0.0827605888602368,584,-0.131
R_lateraloccipital,0.001,-0.136,-0.029,0.008,-0.046,-0.013,-1.359,916,891,1807,thickness,HY2-vs-PD,R_lateraloccipital,rh,0.1526839267879651,0.0071836347092278435,0.0827605888602368,584,-0.136
L_lateralorbitofrontal,0.054,-0.073,-0.016,0.008,-0.033,0.001,-0.647,936,900,1836,thickness,HY2-vs-PD,L_lateralorbitofrontal,lh,0.2368625051545744,0.011055794954031079,0.0827605888602368,584,-0.073
R_lateralorbitofrontal,0.005,-0.1,-0.024,0.009,-0.041,-0.007,-0.98,931,901,1832,thickness,HY2-vs-PD,R_lateralorbitofrontal,rh,0.2955741158849632,0.013811271422266472,0.0827605888602368,584,-0.1
L_lingual,0.006,-0.105,-0.02,0.007,-0.034,-0.006,-1.028,903,891,1794,thickness,HY2-vs-PD,L_lingual,lh,0.2498141822812938,0.011796029949164523,0.0827605888602368,584,-0.105
R_lingual,0.043,-0.072,-0.015,0.008,-0.03,0.001,-0.773,884,865,1749,thickness,HY2-vs-PD,R_lingual,rh,0.2610434941592119,0.01248383341922644,0.0827605888602368,584,-0.072
L_medialorbitofrontal,0.007,-0.111,-0.023,0.009,-0.04,-0.006,-0.996,924,898,1822,thickness,HY2-vs-PD,L_medialorbitofrontal,lh,0.2972194770645651,0.013926214337222612,0.0827605888602368,584,-0.111
R_medialorbitofrontal,0.124,-0.058,-0.014,0.009,-0.032,0.004,-0.608,919,899,1818,thickness,HY2-vs-PD,R_medialorbitofrontal,rh,0.2374629973130645,0.011138558791584539,0.0827605888602368,584,-0.058
L_middletemporal,0.001,-0.136,-0.032,0.01,-0.051,-0.014,-1.214,854,846,1700,thickness,HY2-vs-PD,L_middletemporal,lh,0.1664019105650013,0.008071678277224515,0.0827605888602368,584,-0.136
R_middletemporal,0.009,-0.095,-0.024,0.009,-0.042,-0.006,-0.896,901,874,1775,thickness,HY2-vs-PD,R_middletemporal,rh,0.1421137530783172,0.006746319821217484,0.0827605888602368,584,-0.095
L_paracentral,0.008,-0.103,-0.025,0.01,-0.044,-0.007,-1.134,929,901,1830,thickness,HY2-vs-PD,L_paracentral,lh,0.2087907284844583,0.0097614798104474,0.0827605888602368,584,-0.103
R_paracentral,0.113,-0.061,-0.015,0.01,-0.034,0.004,-0.677,922,904,1826,thickness,HY2-vs-PD,R_paracentral,rh,0.1965077196420784,0.009197276119329027,0.0827605888602368,584,-0.061
L_parahippocampal,0.001,-0.173,-0.066,0.016,-0.097,-0.035,-2.533,937,902,1839,thickness,HY2-vs-PD,L_parahippocampal,lh,0.1419923979078971,0.006622229452573587,0.0827605888602368,584,-0.173
R_parahippocampal,0.005,-0.114,-0.038,0.014,-0.065,-0.012,-1.487,925,905,1830,thickness,HY2-vs-PD,R_parahippocampal,rh,0.1475454646038709,0.0068981131696227395,0.0827605888602368,584,-0.114
L_parsopercularis,0.902,0.005,0.001,0.008,-0.015,0.017,0.041,935,905,1840,thickness,HY2-vs-PD,L_parsopercularis,lh,0.1700048874171607,0.007926518747042779,0.0827605888602368,584,
R_parsopercularis,0.262,-0.043,-0.009,0.008,-0.026,0.007,-0.391,932,906,1838,thickness,HY2-vs-PD,R_parsopercularis,rh,0.1842800518819023,0.008596775152840852,0.0827605888602368,584,-0.043
L_parsorbitalis,0.109,-0.064,-0.017,0.011,-0.038,0.004,-0.668,931,903,1834,thickness,HY2-vs-PD,L_parsorbitalis,lh,0.2585720930571187,0.012075690705509755,0.0827605888602368,584,-0.064
R_parsorbitalis,0.059,-0.075,-0.02,0.01,-0.04,0.001,-0.787,929,904,1833,thickness,HY2-vs-PD,R_parsorbitalis,rh,0.2583572701375833,0.012068948948167048,0.0827605888602368,584,-0.075
L_parstriangularis,0.443,-0.029,-0.006,0.008,-0.022,0.01,-0.278,935,905,1840,thickness,HY2-vs-PD,L_parstriangularis,lh,0.1947534591914286,0.009080426855872046,0.0827605888602368,584,-0.029
R_parstriangularis,0.241,-0.044,-0.009,0.008,-0.025,0.006,-0.411,927,907,1834,thickness,HY2-vs-PD,R_parstriangularis,rh,0.2348309682032626,0.010966945839246378,0.0827605888602368,584,-0.044
L_pericalcarine,0.016,-0.086,-0.017,0.007,-0.031,-0.003,-1.092,865,870,1735,thickness,HY2-vs-PD,L_pericalcarine,lh,0.2573619043092968,0.012357326384186839,0.0827605888602368,584,-0.086
R_pericalcarine,0.128,-0.051,-0.012,0.008,-0.028,0.003,-0.761,828,827,1655,thickness,HY2-vs-PD,R_pericalcarine,rh,0.2823649468492684,0.013881671996702148,0.0827605888602368,584,-0.051
L_postcentral,0.011,-0.095,-0.018,0.007,-0.032,-0.004,-0.913,890,864,1754,thickness,HY2-vs-PD,L_postcentral,lh,0.1993295859291462,0.009518904413004198,0.0827605888602368,584,-0.095
R_postcentral,0.006,-0.099,-0.02,0.007,-0.034,-0.006,-1.021,884,871,1755,thickness,HY2-vs-PD,R_postcentral,rh,0.1919447953904879,0.009163634864905597,0.0827605888602368,584,-0.099
L_posteriorcingulate,0.151,-0.057,-0.013,0.009,-0.03,0.005,-0.537,935,904,1839,thickness,HY2-vs-PD,L_posteriorcingulate,lh,0.2107243510940018,0.009827744476111459,0.0827605888602368,584,-0.057
R_posteriorcingulate,0.001,-0.122,-0.029,0.009,-0.046,-0.012,-1.227,934,905,1839,thickness,HY2-vs-PD,R_posteriorcingulate,rh,0.229542991757253,0.010705406648831552,0.0827605888602368,584,-0.122
L_precentral,0.07,-0.071,-0.017,0.009,-0.035,0.001,-0.702,898,860,1758,thickness,HY2-vs-PD,L_precentral,lh,0.1934859788469978,0.0092293275454158,0.0827605888602368,584,-0.071
R_precentral,0.309,-0.04,-0.01,0.009,-0.028,0.009,-0.412,896,867,1763,thickness,HY2-vs-PD,R_precentral,rh,0.203213697138652,0.009679586756877244,0.0827605888602368,584,-0.04
L_precuneus,0.001,-0.15,-0.032,0.008,-0.047,-0.017,-1.427,934,904,1838,thickness,HY2-vs-PD,L_precuneus,lh,0.1266028694300775,0.005906099933661522,0.0827605888602368,584,-0.15
R_precuneus,0.001,-0.183,-0.04,0.008,-0.055,-0.024,-1.769,930,905,1835,thickness,HY2-vs-PD,R_precuneus,rh,0.1368537324431657,0.006389525502695215,0.0827605888602368,584,-0.183
L_rostralanteriorcingulate,0.649,0.02,0.006,0.013,-0.02,0.031,0.218,922,895,1817,thickness,HY2-vs-PD,L_rostralanteriorcingulate,lh,0.283732439618703,0.01331255834836844,0.0827605888602368,584,0.02
R_rostralanteriorcingulate,0.881,-0.006,-0.002,0.013,-0.027,0.023,-0.071,919,897,1816,thickness,HY2-vs-PD,R_rostralanteriorcingulate,rh,0.2607243987946873,0.012236402336047473,0.0827605888602368,584,
L_rostralmiddlefrontal,0.36,-0.033,-0.006,0.007,-0.02,0.007,-0.286,924,901,1825,thickness,HY2-vs-PD,L_rostralmiddlefrontal,lh,0.1904458556017539,0.008916000567351161,0.0827605888602368,584,-0.033
R_rostralmiddlefrontal,0.972,-0.001,0.001,0.007,-0.015,0.014,-0.011,929,901,1830,thickness,HY2-vs-PD,R_rostralmiddlefrontal,rh,0.192271968463831,0.008989187172716689,0.0827605888602368,584,
L_superiorfrontal,0.045,-0.078,-0.016,0.008,-0.032,0.001,-0.629,909,894,1803,thickness,HY2-vs-PD,L_superiorfrontal,lh,0.132671725682411,0.006248999794939818,0.0827605888602368,584,-0.078
R_superiorfrontal,0.01,-0.096,-0.02,0.008,-0.035,-0.005,-0.79,910,894,1804,thickness,HY2-vs-PD,R_superiorfrontal,rh,0.1426994383762407,0.006719454119566155,0.0827605888602368,584,-0.096
L_superiorparietal,0.001,-0.134,-0.028,0.007,-0.042,-0.013,-1.337,904,888,1792,thickness,HY2-vs-PD,L_superiorparietal,lh,0.1101292843519363,0.005203119615370367,0.0827605888602368,584,-0.134
R_superiorparietal,0.001,-0.151,-0.033,0.008,-0.048,-0.018,-1.618,908,898,1806,thickness,HY2-vs-PD,R_superiorparietal,rh,0.1081804550791144,0.005091197289084087,0.0827605888602368,584,-0.151
L_superiortemporal,0.009,-0.102,-0.024,0.009,-0.043,-0.006,-0.945,802,824,1626,thickness,HY2-vs-PD,L_superiortemporal,lh,0.1260174974969587,0.006250295870073573,0.0827605888602368,584,-0.102
R_superiortemporal,0.002,-0.107,-0.028,0.009,-0.045,-0.011,-1.084,846,866,1712,thickness,HY2-vs-PD,R_superiortemporal,rh,0.1130545562343416,0.005464698238230147,0.0827605888602368,584,-0.107
L_supramarginal,0.018,-0.093,-0.02,0.008,-0.036,-0.003,-0.836,886,867,1753,thickness,HY2-vs-PD,L_supramarginal,lh,0.1406715982860254,0.006719631533840777,0.0827605888602368,584,-0.093
R_supramarginal,0.001,-0.146,-0.032,0.008,-0.048,-0.016,-1.34,898,888,1786,thickness,HY2-vs-PD,R_supramarginal,rh,0.1349963545396925,0.006388682556912979,0.0827605888602368,584,-0.146
L_temporalpole,0.001,-0.158,-0.064,0.018,-0.099,-0.03,-1.811,890,886,1776,thickness,HY2-vs-PD,L_temporalpole,lh,0.3656352824157033,0.017352282591704394,0.0827605888602368,584,-0.158
R_temporalpole,0.001,-0.122,-0.057,0.018,-0.091,-0.022,-1.56,889,879,1768,thickness,HY2-vs-PD,R_temporalpole,rh,0.3205953854095554,0.015249167408909092,0.0827605888602368,584,-0.122
L_transversetemporal,0.013,-0.102,-0.029,0.012,-0.053,-0.006,-1.355,939,905,1844,thickness,HY2-vs-PD,L_transversetemporal,lh,0.1956680130206627,0.009113167908382075,0.0827605888602368,584,-0.102
R_transversetemporal,0.002,-0.097,-0.039,0.013,-0.064,-0.014,-1.735,937,907,1844,thickness,HY2-vs-PD,R_transversetemporal,rh,0.1930159768564547,0.008989650270059777,0.0827605888602368,584,-0.097
