Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
L_medialorbitofrontal,0.034,-0.25,-0.046,0.022,-0.089,-0.004,-1.958,81,256,337,thickness,HY3-vs-HY4+5,L_medialorbitofrontal,lh,0.2972194770645651,0.03238115317080325,0.0827605888602368,584,-0.25
R_medialorbitofrontal,0.002,-0.284,-0.067,0.021,-0.109,-0.026,-2.882,81,256,337,thickness,HY3-vs-HY4+5,R_medialorbitofrontal,rh,0.2374629973130645,0.025870867428792448,0.0827605888602368,584,-0.284
L_middletemporal,0.168,-0.146,-0.031,0.022,-0.074,0.013,-1.191,75,231,306,thickness,HY3-vs-HY4+5,L_middletemporal,lh,0.1664019105650013,0.019025128151272015,0.0827605888602368,584,-0.146
R_middletemporal,0.016,-0.222,-0.05,0.02,-0.09,-0.009,-1.901,80,251,331,thickness,HY3-vs-HY4+5,R_middletemporal,rh,0.1421137530783172,0.015622556631292603,0.0827605888602368,584,-0.222
L_paracentral,0.728,0.034,0.008,0.023,-0.038,0.054,0.372,81,257,338,thickness,HY3-vs-HY4+5,L_paracentral,lh,0.2087907284844583,0.022713436916959956,0.0827605888602368,584,0.034
R_paracentral,0.922,-0.01,-0.002,0.024,-0.051,0.046,-0.108,81,254,335,thickness,HY3-vs-HY4+5,R_paracentral,rh,0.1965077196420784,0.021472727271234834,0.0827605888602368,584,
L_parahippocampal,0.778,-0.032,-0.011,0.04,-0.09,0.068,-0.462,80,259,339,thickness,HY3-vs-HY4+5,L_parahippocampal,lh,0.1419923979078971,0.015423936905323659,0.0827605888602368,584,-0.032
R_parahippocampal,0.898,-0.014,-0.004,0.035,-0.073,0.064,-0.187,81,258,339,thickness,HY3-vs-HY4+5,R_parahippocampal,rh,0.1475454646038709,0.01602713927116659,0.0827605888602368,584,
L_parsopercularis,0.04,-0.211,-0.04,0.019,-0.078,-0.002,-1.704,81,259,340,thickness,HY3-vs-HY4+5,L_parsopercularis,lh,0.1700048874171607,0.018439619029406884,0.0827605888602368,584,-0.211
R_parsopercularis,0.298,-0.1,-0.021,0.02,-0.061,0.019,-0.883,81,259,340,thickness,HY3-vs-HY4+5,R_parsopercularis,rh,0.1842800518819023,0.019987978010793387,0.0827605888602368,584,-0.1
L_parsorbitalis,0.071,-0.198,-0.051,0.028,-0.105,0.004,-2.019,81,260,341,thickness,HY3-vs-HY4+5,L_parsorbitalis,lh,0.2585720930571187,0.028004927783370197,0.0827605888602368,584,-0.198
R_parsorbitalis,0.013,-0.272,-0.067,0.027,-0.119,-0.014,-2.648,80,258,338,thickness,HY3-vs-HY4+5,R_parsorbitalis,rh,0.2583572701375833,0.028105565797404596,0.0827605888602368,584,-0.272
L_parstriangularis,0.974,-0.003,-0.001,0.021,-0.041,0.04,-0.03,80,260,340,thickness,HY3-vs-HY4+5,L_parstriangularis,lh,0.1947534591914286,0.02112397853208179,0.0827605888602368,584,
R_parstriangularis,0.451,-0.076,-0.016,0.022,-0.059,0.026,-0.721,81,259,340,thickness,HY3-vs-HY4+5,R_parstriangularis,rh,0.2348309682032626,0.025470994721166023,0.0827605888602368,584,-0.076
L_pericalcarine,0.614,-0.057,-0.012,0.023,-0.058,0.034,-0.768,74,219,293,thickness,HY3-vs-HY4+5,L_pericalcarine,lh,0.2573619043092968,0.030070485975819333,0.0827605888602368,584,-0.057
R_pericalcarine,0.53,0.056,0.014,0.022,-0.029,0.056,0.873,69,222,291,thickness,HY3-vs-HY4+5,R_pericalcarine,rh,0.2823649468492684,0.03310505265766136,0.0827605888602368,584,0.056
L_postcentral,0.041,-0.2,-0.036,0.018,-0.071,-0.002,-1.877,79,248,327,thickness,HY3-vs-HY4+5,L_postcentral,lh,0.1993295859291462,0.022045902578708514,0.0827605888602368,584,-0.2
R_postcentral,0.204,-0.107,-0.023,0.018,-0.058,0.012,-1.217,80,244,324,thickness,HY3-vs-HY4+5,R_postcentral,rh,0.1919447953904879,0.021327199487831988,0.0827605888602368,584,-0.107
L_posteriorcingulate,0.466,-0.082,-0.017,0.023,-0.062,0.028,-0.711,81,259,340,thickness,HY3-vs-HY4+5,L_posteriorcingulate,lh,0.2107243510940018,0.022856264978180527,0.0827605888602368,584,-0.082
R_posteriorcingulate,0.079,-0.157,-0.038,0.022,-0.081,0.004,-1.661,81,259,340,thickness,HY3-vs-HY4+5,R_posteriorcingulate,rh,0.229542991757253,0.024897433145482456,0.0827605888602368,584,-0.157
L_precentral,0.249,-0.108,-0.025,0.021,-0.066,0.017,-1.058,79,246,325,thickness,HY3-vs-HY4+5,L_precentral,lh,0.1934859788469978,0.02146534208665204,0.0827605888602368,584,-0.108
R_precentral,0.95,0.006,0.001,0.022,-0.042,0.044,0.06,80,247,327,thickness,HY3-vs-HY4+5,R_precentral,rh,0.203213697138652,0.02247548626007969,0.0827605888602368,584,
L_precuneus,0.651,-0.044,-0.01,0.021,-0.051,0.032,-0.443,80,257,337,thickness,HY3-vs-HY4+5,L_precuneus,lh,0.1266028694300775,0.013792995490628623,0.0827605888602368,584,-0.044
R_precuneus,0.565,-0.054,-0.011,0.019,-0.047,0.026,-0.495,81,258,339,thickness,HY3-vs-HY4+5,R_precuneus,rh,0.1368537324431657,0.01486574891023822,0.0827605888602368,584,-0.054
L_rostralanteriorcingulate,0.258,-0.132,-0.034,0.03,-0.094,0.025,-1.245,81,257,338,thickness,HY3-vs-HY4+5,L_rostralanteriorcingulate,lh,0.283732439618703,0.030866020322613465,0.0827605888602368,584,-0.132
R_rostralanteriorcingulate,0.285,-0.106,-0.037,0.034,-0.105,0.031,-1.352,81,255,336,thickness,HY3-vs-HY4+5,R_rostralanteriorcingulate,rh,0.2607243987946873,0.028447364119012088,0.0827605888602368,584,-0.106
L_rostralmiddlefrontal,0.662,-0.043,-0.008,0.019,-0.045,0.029,-0.369,81,258,339,thickness,HY3-vs-HY4+5,L_rostralmiddlefrontal,lh,0.1904458556017539,0.020687198075119366,0.0827605888602368,584,-0.043
R_rostralmiddlefrontal,0.008,-0.242,-0.057,0.021,-0.098,-0.015,-2.528,80,259,339,thickness,HY3-vs-HY4+5,R_rostralmiddlefrontal,rh,0.192271968463831,0.020885559747868543,0.0827605888602368,584,-0.242
L_superiorfrontal,0.932,0.009,0.002,0.019,-0.036,0.039,0.065,80,252,332,thickness,HY3-vs-HY4+5,L_superiorfrontal,lh,0.132671725682411,0.01456261379108504,0.0827605888602368,584,
R_superiorfrontal,0.868,0.016,0.003,0.019,-0.034,0.04,0.127,80,251,331,thickness,HY3-vs-HY4+5,R_superiorfrontal,rh,0.1426994383762407,0.015686940982115306,0.0827605888602368,584,0.016
L_superiorparietal,0.922,-0.009,-0.002,0.02,-0.042,0.038,-0.1,81,244,325,thickness,HY3-vs-HY4+5,L_superiorparietal,lh,0.1101292843519363,0.012217747128032624,0.0827605888602368,584,
R_superiorparietal,0.68,-0.035,-0.008,0.02,-0.047,0.03,-0.404,81,247,328,thickness,HY3-vs-HY4+5,R_superiorparietal,rh,0.1081804550791144,0.011946532745857986,0.0827605888602368,584,-0.035
L_superiortemporal,0.221,-0.136,-0.028,0.023,-0.072,0.017,-1.114,74,212,286,thickness,HY3-vs-HY4+5,L_superiortemporal,lh,0.1260174974969587,0.014903141676294973,0.0827605888602368,584,-0.136
R_superiortemporal,0.145,-0.121,-0.031,0.021,-0.072,0.011,-1.233,77,239,316,thickness,HY3-vs-HY4+5,R_superiortemporal,rh,0.1130545562343416,0.012719631336381853,0.0827605888602368,584,-0.121
L_supramarginal,0.312,-0.097,-0.02,0.02,-0.058,0.019,-0.862,81,246,327,thickness,HY3-vs-HY4+5,L_supramarginal,lh,0.1406715982860254,0.01555831432122325,0.0827605888602368,584,-0.097
R_supramarginal,0.026,-0.216,-0.045,0.02,-0.085,-0.005,-1.954,80,250,330,thickness,HY3-vs-HY4+5,R_supramarginal,rh,0.1349963545396925,0.014862609477235292,0.0827605888602368,584,-0.216
L_temporalpole,0.058,-0.236,-0.079,0.041,-0.16,0.003,-2.252,78,238,316,thickness,HY3-vs-HY4+5,L_temporalpole,lh,0.3656352824157033,0.041137183239757756,0.0827605888602368,584,-0.236
R_temporalpole,0.119,-0.148,-0.068,0.043,-0.153,0.017,-1.925,80,241,321,thickness,HY3-vs-HY4+5,R_temporalpole,rh,0.3205953854095554,0.035787778965918136,0.0827605888602368,584,-0.148
L_transversetemporal,0.04,-0.205,-0.057,0.028,-0.112,-0.003,-2.768,81,260,341,thickness,HY3-vs-HY4+5,L_transversetemporal,lh,0.1956680130206627,0.021192033948337716,0.0827605888602368,584,-0.205
R_transversetemporal,0.581,-0.038,-0.018,0.032,-0.081,0.045,-0.834,80,259,339,thickness,HY3-vs-HY4+5,R_transversetemporal,rh,0.1930159768564547,0.020966377725971166,0.0827605888602368,584,-0.038
