Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_precuneus,0.294,-0.049,-0.01,0.01,-0.029,0.009,-0.454,1050,434,1484,thickness,HY1-vs-HY2,R_precuneus,rh,0.1368537324431657,0.007105091770440142,0.0827605888602368,584,-0.049
L_rostralanteriorcingulate,0.54,0.031,0.01,0.016,-0.022,0.042,0.368,1040,429,1469,thickness,HY1-vs-HY2,L_rostralanteriorcingulate,lh,0.283732439618703,0.014805670844459395,0.0827605888602368,584,0.031
R_rostralanteriorcingulate,0.959,-0.002,-0.001,0.016,-0.033,0.031,-0.032,1038,431,1469,thickness,HY1-vs-HY2,R_rostralanteriorcingulate,rh,0.2607243987946873,0.013605069744091576,0.0827605888602368,584,
L_rostralmiddlefrontal,0.553,0.027,0.005,0.009,-0.012,0.022,0.228,1042,427,1469,thickness,HY1-vs-HY2,L_rostralmiddlefrontal,lh,0.1904458556017539,0.009937808505507049,0.0827605888602368,584,0.027
R_rostralmiddlefrontal,0.348,-0.038,-0.009,0.009,-0.026,0.009,-0.381,1048,430,1478,thickness,HY1-vs-HY2,R_rostralmiddlefrontal,rh,0.192271968463831,0.010002504403171773,0.0827605888602368,584,-0.038
L_superiorfrontal,0.894,0.007,0.001,0.01,-0.018,0.021,0.052,1025,426,1451,thickness,HY1-vs-HY2,L_superiorfrontal,lh,0.132671725682411,0.006965858809999783,0.0827605888602368,584,0.007
R_superiorfrontal,0.45,-0.034,-0.007,0.01,-0.027,0.012,-0.295,1026,426,1452,thickness,HY1-vs-HY2,R_superiorfrontal,rh,0.1426994383762407,0.007489778105430089,0.0827605888602368,584,-0.034
L_superiorparietal,0.251,-0.054,-0.011,0.009,-0.029,0.008,-0.521,1019,419,1438,thickness,HY1-vs-HY2,L_superiorparietal,lh,0.1101292843519363,0.0058083579106794495,0.0827605888602368,584,-0.054
R_superiorparietal,0.564,-0.025,-0.005,0.009,-0.024,0.013,-0.263,1023,429,1452,thickness,HY1-vs-HY2,R_superiorparietal,rh,0.1081804550791144,0.0056780013509984475,0.0827605888602368,584,-0.025
L_superiortemporal,0.679,-0.021,-0.005,0.012,-0.028,0.018,-0.186,903,381,1284,thickness,HY1-vs-HY2,L_superiortemporal,lh,0.1260174974969587,0.0070336108245881235,0.0827605888602368,584,-0.021
R_superiortemporal,0.189,-0.055,-0.015,0.011,-0.037,0.007,-0.567,958,407,1365,thickness,HY1-vs-HY2,R_superiortemporal,rh,0.1130545562343416,0.006120004473493997,0.0827605888602368,584,-0.055
L_supramarginal,0.632,-0.024,-0.005,0.01,-0.025,0.015,-0.209,1000,416,1416,thickness,HY1-vs-HY2,L_supramarginal,lh,0.1406715982860254,0.007476611094513439,0.0827605888602368,584,-0.024
R_supramarginal,0.364,-0.044,-0.009,0.01,-0.029,0.011,-0.389,1013,422,1435,thickness,HY1-vs-HY2,R_supramarginal,rh,0.1349963545396925,0.0071273171771411795,0.0827605888602368,584,-0.044
L_temporalpole,0.285,-0.057,-0.024,0.023,-0.069,0.02,-0.686,1004,416,1420,thickness,HY1-vs-HY2,L_temporalpole,lh,0.3656352824157033,0.01940590586358983,0.0827605888602368,584,-0.057
R_temporalpole,0.142,-0.071,-0.034,0.023,-0.079,0.011,-0.938,1001,419,1420,thickness,HY1-vs-HY2,R_temporalpole,rh,0.3205953854095554,0.017015436334411948,0.0827605888602368,584,-0.071
L_transversetemporal,0.11,-0.083,-0.023,0.014,-0.051,0.005,-1.047,1058,437,1495,thickness,HY1-vs-HY2,L_transversetemporal,lh,0.1956680130206627,0.010121135383776552,0.0827605888602368,584,-0.083
R_transversetemporal,0.07,-0.071,-0.028,0.016,-0.059,0.002,-1.255,1057,438,1495,thickness,HY1-vs-HY2,R_transversetemporal,rh,0.1930159768564547,0.00998395600199489,0.0827605888602368,584,-0.071
