Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_rostralanteriorcingulate,0.507,-0.023,-0.011,0.016,-0.042,0.021,-0.399,1025,1164,2189,thickness,MoCA-vs-HC,R_rostralanteriorcingulate,rh,0.2607243987946873,0.011145223694287517,0.0827605888602368,584,-0.023
L_rostralmiddlefrontal,0.441,-0.025,-0.007,0.009,-0.023,0.01,-0.293,1026,1170,2196,thickness,MoCA-vs-HC,L_rostralmiddlefrontal,lh,0.1904458556017539,0.008128031049133136,0.0827605888602368,584,-0.025
R_rostralmiddlefrontal,0.351,0.028,0.009,0.009,-0.009,0.026,0.384,1026,1168,2194,thickness,MoCA-vs-HC,R_rostralmiddlefrontal,rh,0.192271968463831,0.008209706980710546,0.0827605888602368,584,0.028
L_superiorfrontal,0.019,-0.083,-0.023,0.01,-0.042,-0.004,-0.896,1012,1163,2175,thickness,MoCA-vs-HC,L_superiorfrontal,lh,0.132671725682411,0.005689560804906969,0.0827605888602368,584,-0.083
R_superiorfrontal,0.046,-0.067,-0.019,0.01,-0.038,0.001,-0.748,1012,1163,2175,thickness,MoCA-vs-HC,R_superiorfrontal,rh,0.1426994383762407,0.0061195942638992435,0.0827605888602368,584,-0.067
L_superiorparietal,0.117,-0.052,-0.014,0.009,-0.032,0.004,-0.684,1003,1150,2153,thickness,MoCA-vs-HC,L_superiorparietal,lh,0.1101292843519363,0.004746907815353904,0.0827605888602368,584,-0.052
R_superiorparietal,0.001,-0.102,-0.03,0.009,-0.048,-0.012,-1.453,1017,1161,2178,thickness,MoCA-vs-HC,R_superiorparietal,rh,0.1081804550791144,0.004636068689593241,0.0827605888602368,584,-0.102
L_superiortemporal,0.004,-0.101,-0.032,0.011,-0.054,-0.01,-1.245,904,1070,1974,thickness,MoCA-vs-HC,L_superiortemporal,lh,0.1260174974969587,0.005672666769554804,0.0827605888602368,584,-0.101
R_superiortemporal,0.009,-0.078,-0.029,0.011,-0.05,-0.007,-1.098,979,1114,2093,thickness,MoCA-vs-HC,R_superiortemporal,rh,0.1130545562343416,0.004942349473566271,0.0827605888602368,584,-0.078
L_supramarginal,0.007,-0.096,-0.027,0.01,-0.046,-0.007,-1.124,997,1118,2115,thickness,MoCA-vs-HC,L_supramarginal,lh,0.1406715982860254,0.006117602176218057,0.0827605888602368,584,-0.096
R_supramarginal,0.002,-0.105,-0.03,0.01,-0.049,-0.011,-1.252,1005,1148,2153,thickness,MoCA-vs-HC,R_supramarginal,rh,0.1349963545396925,0.005818754332053243,0.0827605888602368,584,-0.105
L_temporalpole,0.157,-0.055,-0.031,0.022,-0.073,0.012,-0.862,971,1150,2121,thickness,MoCA-vs-HC,L_temporalpole,lh,0.3656352824157033,0.015878437292679057,0.0827605888602368,584,-0.055
R_temporalpole,0.127,-0.052,-0.034,0.022,-0.078,0.01,-0.934,999,1142,2141,thickness,MoCA-vs-HC,R_temporalpole,rh,0.3205953854095554,0.013857309882196868,0.0827605888602368,584,-0.052
L_transversetemporal,0.807,-0.009,-0.004,0.015,-0.032,0.025,-0.164,1036,1174,2210,thickness,MoCA-vs-HC,L_transversetemporal,lh,0.1956680130206627,0.008324414435341375,0.0827605888602368,584,-0.009
R_transversetemporal,0.043,-0.06,-0.032,0.016,-0.064,-0.001,-1.417,1035,1175,2210,thickness,MoCA-vs-HC,R_transversetemporal,rh,0.1930159768564547,0.008211587367761099,0.0827605888602368,584,-0.06
