Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_parsorbitalis,0.731,-0.042,-3.97,11.55,-26.7,18.76,-0.53,81,258,339,area,HY3-vs-HY4+5,R_parsorbitalis,rh,0.1869218196284564,0.020304399352757563,0.0840662703418397,566,-0.042
L_parstriangularis,0.359,-0.115,-19.92,21.71,-62.62,22.79,-1.6,80,260,340,area,HY3-vs-HY4+5,L_parstriangularis,lh,0.1342439775300349,0.01456080375249393,0.0840662703418397,566,-0.115
R_parstriangularis,0.505,-0.081,-19.39,29.04,-76.53,37.75,-1.37,81,259,340,area,HY3-vs-HY4+5,R_parstriangularis,rh,0.1977247608861874,0.021446261450562477,0.0840662703418397,566,-0.081
L_pericalcarine,0.356,0.126,36.74,39.71,-41.43,114.92,2.8,73,219,292,area,HY3-vs-HY4+5,L_pericalcarine,lh,0.1515153742526108,0.017733533220376633,0.0840662703418397,566,0.126
R_pericalcarine,0.863,0.024,5.63,32.56,-58.49,69.74,0.39,69,222,291,area,HY3-vs-HY4+5,R_pericalcarine,rh,0.1651985256525704,0.019368218157814636,0.0840662703418397,566,0.024
L_postcentral,0.566,0.073,29.31,51.06,-71.17,129.79,0.73,79,248,327,area,HY3-vs-HY4+5,L_postcentral,lh,0.1565426209458112,0.017313653438350025,0.0840662703418397,566,0.073
R_postcentral,0.959,-0.007,-2.81,54.32,-109.7,104.08,-0.07,80,244,324,area,HY3-vs-HY4+5,R_postcentral,rh,0.2003338837533729,0.022259320417041432,0.0840662703418397,566,
L_posteriorcingulate,0.571,-0.073,-11.05,19.48,-49.38,27.28,-0.99,81,257,338,area,HY3-vs-HY4+5,L_posteriorcingulate,lh,0.1439203019218107,0.01565646483681964,0.0840662703418397,566,-0.073
R_posteriorcingulate,0.266,-0.142,-22.72,20.38,-62.82,17.38,-1.99,79,259,338,area,HY3-vs-HY4+5,R_posteriorcingulate,rh,0.162336046691134,0.017659833760971824,0.0840662703418397,566,-0.142
L_precentral,0.216,0.149,80.31,64.73,-47.06,207.69,1.66,79,246,325,area,HY3-vs-HY4+5,L_precentral,lh,0.1234912044252991,0.013700119065360658,0.0840662703418397,566,0.149
R_precentral,0.129,0.184,91.99,60.38,-26.82,210.8,1.91,80,247,327,area,HY3-vs-HY4+5,R_precentral,rh,0.1560208692246287,0.017255947566129172,0.0840662703418397,566,0.184
L_precuneus,0.723,-0.045,-17.22,48.51,-112.66,78.22,-0.48,81,258,339,area,HY3-vs-HY4+5,L_precuneus,lh,0.115806001618221,0.012579437269422357,0.0840662703418397,566,-0.045
R_precuneus,0.58,-0.07,-28.86,52.1,-131.37,73.65,-0.76,81,258,339,area,HY3-vs-HY4+5,R_precuneus,rh,0.114700935562511,0.012459399370417781,0.0840662703418397,566,-0.07
L_rostralanteriorcingulate,0.418,-0.1,-16.96,20.93,-58.14,24.22,-2.04,81,257,338,area,HY3-vs-HY4+5,L_rostralanteriorcingulate,lh,0.1985332985113387,0.02159757564133857,0.0840662703418397,566,-0.1
R_rostralanteriorcingulate,0.719,-0.043,-5.73,15.89,-37.0,25.54,-0.9,81,255,336,area,HY3-vs-HY4+5,R_rostralanteriorcingulate,rh,0.1753326949058068,0.019130365385868046,0.0840662703418397,566,-0.043
L_rostralmiddlefrontal,0.352,0.109,76.97,82.61,-85.58,239.52,1.43,81,257,338,area,HY3-vs-HY4+5,L_rostralmiddlefrontal,lh,0.1574330702065638,0.0171264602347814,0.0840662703418397,566,0.109
R_rostralmiddlefrontal,0.165,0.164,115.51,83.03,-47.85,278.86,2.07,81,259,340,area,HY3-vs-HY4+5,R_rostralmiddlefrontal,rh,0.1875342156885125,0.020340941632985814,0.0840662703418397,566,0.164
L_superiorfrontal,0.783,0.033,25.15,91.44,-154.78,205.08,0.36,80,252,332,area,HY3-vs-HY4+5,L_superiorfrontal,lh,0.1296969686255579,0.01423609178409045,0.0840662703418397,566,0.033
R_superiorfrontal,0.58,0.066,50.34,90.97,-128.67,229.34,0.76,81,251,332,area,HY3-vs-HY4+5,R_superiorfrontal,rh,0.1548408529084814,0.016995991635671955,0.0840662703418397,566,0.066
L_superiorparietal,0.429,0.099,57.81,73.04,-85.92,201.54,1.12,81,244,325,area,HY3-vs-HY4+5,L_superiorparietal,lh,0.1358861602066383,0.015075215946183036,0.0840662703418397,566,0.099
R_superiorparietal,0.883,-0.018,-10.36,70.21,-148.52,127.8,-0.2,81,247,328,area,HY3-vs-HY4+5,R_superiorparietal,rh,0.1742287298901008,0.01924034452784606,0.0840662703418397,566,
L_superiortemporal,0.984,0.003,1.03,51.3,-99.99,102.04,0.03,74,212,286,area,HY3-vs-HY4+5,L_superiortemporal,lh,0.1176477597997551,0.013913315745988251,0.0840662703418397,566,
R_superiortemporal,0.999,0.001,-0.06,41.99,-82.7,82.58,0.0,78,239,317,area,HY3-vs-HY4+5,R_superiortemporal,rh,0.117555156610781,0.013205110780885577,0.0840662703418397,566,
L_supramarginal,0.978,0.004,1.93,68.89,-133.63,137.49,0.05,81,245,326,area,HY3-vs-HY4+5,L_supramarginal,lh,0.1082569006559294,0.011991590376177546,0.0840662703418397,566,
R_supramarginal,0.583,-0.071,-31.0,56.33,-141.84,79.85,-0.87,81,249,330,area,HY3-vs-HY4+5,R_supramarginal,rh,0.1777082723446137,0.019565036861462663,0.0840662703418397,566,-0.071
L_temporalpole,0.389,0.109,6.92,8.03,-8.88,22.73,1.5,78,239,317,area,HY3-vs-HY4+5,L_temporalpole,lh,0.3829949443932145,0.04302227835037979,0.0840662703418397,566,0.109
R_temporalpole,0.375,0.107,7.15,8.05,-8.69,22.98,1.66,80,242,322,area,HY3-vs-HY4+5,R_temporalpole,rh,0.3636998202085135,0.040536397143955516,0.0840662703418397,566,0.107
L_transversetemporal,0.34,0.119,8.64,9.05,-9.15,26.44,1.91,81,259,340,area,HY3-vs-HY4+5,L_transversetemporal,lh,0.1809503801815842,0.019626824407625473,0.0840662703418397,566,0.119
R_transversetemporal,0.851,0.024,1.18,6.26,-11.14,13.5,0.35,81,259,340,area,HY3-vs-HY4+5,R_transversetemporal,rh,0.2243868641979294,0.024338172589474724,0.0840662703418397,566,
